subset_1,size_1,subset_2,size_2,jaccard
LightGBM+CatBoost+TabM,3,LightGBM+CatBoost+TabM+TabPFN-2.5,4,0.741
LightGBM+CatBoost+TabM,3,LightGBM+CatBoost+TabPFNv2+TabPFN-2.5,4,0.679
LightGBM+CatBoost+TabM,3,LightGBM+TabM+TabPFNv2+TabPFN-2.5,4,0.643
LightGBM+CatBoost+TabM,3,CatBoost+TabM+TabPFNv2+TabPFN-2.5,4,0.621
LightGBM+CatBoost+TabM,3,LightGBM+CatBoost+TabM+TabPFNv2+TabPFN-2.5,5,0.724
LightGBM+CatBoost+TabPFNv2,3,LightGBM+CatBoost+TabPFN-2.5,3,0.92
LightGBM+CatBoost+TabPFNv2,3,LightGBM+TabM+TabPFNv2,3,0.767
LightGBM+CatBoost+TabPFNv2,3,LightGBM+TabM+TabPFN-2.5,3,0.714
LightGBM+CatBoost+TabPFNv2,3,LightGBM+TabPFNv2+TabPFN-2.5,3,0.815
LightGBM+CatBoost+TabPFNv2,3,CatBoost+TabM+TabPFNv2,3,0.71
LightGBM+CatBoost+TabPFNv2,3,CatBoost+TabM+TabPFN-2.5,3,0.724
LightGBM+CatBoost+TabPFNv2,3,CatBoost+TabPFNv2+TabPFN-2.5,3,0.741
LightGBM+CatBoost+TabPFNv2,3,TabM+TabPFNv2+TabPFN-2.5,3,0.655
LightGBM+CatBoost+TabPFNv2,3,LightGBM+CatBoost+TabM+TabPFNv2,4,0.84
LightGBM+CatBoost+TabPFNv2,3,LightGBM+CatBoost+TabM+TabPFN-2.5,4,0.8
LightGBM+CatBoost+TabPFNv2,3,LightGBM+CatBoost+TabPFNv2+TabPFN-2.5,4,0.8
LightGBM+CatBoost+TabPFNv2,3,LightGBM+TabM+TabPFNv2+TabPFN-2.5,4,0.692
LightGBM+CatBoost+TabPFNv2,3,CatBoost+TabM+TabPFNv2+TabPFN-2.5,4,0.731
LightGBM+CatBoost+TabPFNv2,3,LightGBM+CatBoost+TabM+TabPFNv2+TabPFN-2.5,5,0.846
LightGBM+CatBoost+TabPFN-2.5,3,LightGBM+TabM+TabPFNv2,3,0.7
LightGBM+CatBoost+TabPFN-2.5,3,LightGBM+TabM+TabPFN-2.5,3,0.769
LightGBM+CatBoost+TabPFN-2.5,3,LightGBM+TabPFNv2+TabPFN-2.5,3,0.741
LightGBM+CatBoost+TabPFN-2.5,3,CatBoost+TabM+TabPFNv2,3,0.759
LightGBM+CatBoost+TabPFN-2.5,3,CatBoost+TabM+TabPFN-2.5,3,0.778
LightGBM+CatBoost+TabPFN-2.5,3,CatBoost+TabPFNv2+TabPFN-2.5,3,0.8
LightGBM+CatBoost+TabPFN-2.5,3,TabM+TabPFNv2+TabPFN-2.5,3,0.704
LightGBM+CatBoost+TabPFN-2.5,3,LightGBM+CatBoost+TabM+TabPFNv2,4,0.913
LightGBM+CatBoost+TabPFN-2.5,3,LightGBM+CatBoost+TabM+TabPFN-2.5,4,0.87
LightGBM+CatBoost+TabPFN-2.5,3,LightGBM+CatBoost+TabPFNv2+TabPFN-2.5,4,0.87
LightGBM+CatBoost+TabPFN-2.5,3,LightGBM+TabM+TabPFNv2+TabPFN-2.5,4,0.75
LightGBM+CatBoost+TabPFN-2.5,3,CatBoost+TabM+TabPFNv2+TabPFN-2.5,4,0.792
LightGBM+CatBoost+TabPFN-2.5,3,LightGBM+CatBoost+TabM+TabPFNv2+TabPFN-2.5,5,0.917
LightGBM+TabM+TabPFNv2,3,LightGBM+TabM+TabPFN-2.5,3,0.821
LightGBM+TabM+TabPFNv2,3,LightGBM+TabPFNv2+TabPFN-2.5,3,0.733
LightGBM+TabM+TabPFNv2,3,CatBoost+TabM+TabPFNv2,3,0.75
LightGBM+TabM+TabPFNv2,3,CatBoost+TabM+TabPFN-2.5,3,0.656
LightGBM+TabM+TabPFNv2,3,CatBoost+TabPFNv2+TabPFN-2.5,3,0.667
LightGBM+TabM+TabPFNv2,3,TabM+TabPFNv2+TabPFN-2.5,3,0.7
LightGBM+TabM+TabPFNv2,3,LightGBM+CatBoost+TabM+TabPFNv2,4,0.75
LightGBM+TabM+TabPFNv2,3,LightGBM+CatBoost+TabM+TabPFN-2.5,4,0.714
LightGBM+TabM+TabPFNv2,3,LightGBM+CatBoost+TabPFNv2+TabPFN-2.5,4,0.655
LightGBM+TabM+TabPFNv2,3,LightGBM+TabM+TabPFNv2+TabPFN-2.5,4,0.679
LightGBM+TabM+TabPFNv2,3,CatBoost+TabM+TabPFNv2+TabPFN-2.5,4,0.655
LightGBM+TabM+TabPFNv2,3,LightGBM+CatBoost+TabM+TabPFNv2+TabPFN-2.5,5,0.759
LightGBM+TabM+TabPFN-2.5,3,LightGBM+TabPFNv2+TabPFN-2.5,3,0.679
LightGBM+TabM+TabPFN-2.5,3,CatBoost+TabM+TabPFNv2,3,0.7
LightGBM+TabM+TabPFN-2.5,3,CatBoost+TabM+TabPFN-2.5,3,0.778
LightGBM+TabM+TabPFN-2.5,3,CatBoost+TabPFNv2+TabPFN-2.5,3,0.731
LightGBM+TabM+TabPFN-2.5,3,TabM+TabPFNv2+TabPFN-2.5,3,0.704
LightGBM+TabM+TabPFN-2.5,3,LightGBM+CatBoost+TabM+TabPFNv2,4,0.833
LightGBM+TabM+TabPFN-2.5,3,LightGBM+CatBoost+TabM+TabPFN-2.5,4,0.87
LightGBM+TabM+TabPFN-2.5,3,LightGBM+CatBoost+TabPFNv2+TabPFN-2.5,4,0.72
LightGBM+TabM+TabPFN-2.5,3,LightGBM+TabM+TabPFNv2+TabPFN-2.5,4,0.826
LightGBM+TabM+TabPFN-2.5,3,CatBoost+TabM+TabPFNv2+TabPFN-2.5,4,0.792
LightGBM+TabM+TabPFN-2.5,3,LightGBM+CatBoost+TabM+TabPFNv2+TabPFN-2.5,5,0.84
LightGBM+TabPFNv2+TabPFN-2.5,3,CatBoost+TabM+TabPFNv2,3,0.677
LightGBM+TabPFNv2+TabPFN-2.5,3,CatBoost+TabM+TabPFN-2.5,3,0.69
LightGBM+TabPFNv2+TabPFN-2.5,3,CatBoost+TabPFNv2+TabPFN-2.5,3,0.917
LightGBM+TabPFNv2+TabPFN-2.5,3,TabM+TabPFNv2+TabPFN-2.5,3,0.808
LightGBM+TabPFNv2+TabPFN-2.5,3,LightGBM+CatBoost+TabM+TabPFNv2,4,0.731
LightGBM+TabPFNv2+TabPFN-2.5,3,LightGBM+CatBoost+TabM+TabPFN-2.5,4,0.692
LightGBM+TabPFNv2+TabPFN-2.5,3,LightGBM+CatBoost+TabPFNv2+TabPFN-2.5,4,0.833
LightGBM+TabPFNv2+TabPFN-2.5,3,LightGBM+TabM+TabPFNv2+TabPFN-2.5,4,0.792
LightGBM+TabPFNv2+TabPFN-2.5,3,CatBoost+TabM+TabPFNv2+TabPFN-2.5,4,0.833
LightGBM+TabPFNv2+TabPFN-2.5,3,LightGBM+CatBoost+TabM+TabPFNv2+TabPFN-2.5,5,0.808
CatBoost+TabM+TabPFNv2,3,CatBoost+TabM+TabPFN-2.5,3,0.893
CatBoost+TabM+TabPFNv2,3,CatBoost+TabPFNv2+TabPFN-2.5,3,0.724
CatBoost+TabM+TabPFNv2,3,TabM+TabPFNv2+TabPFN-2.5,3,0.759
CatBoost+TabM+TabPFNv2,3,LightGBM+CatBoost+TabM+TabPFNv2,4,0.75
CatBoost+TabM+TabPFNv2,3,LightGBM+CatBoost+TabM+TabPFN-2.5,4,0.714
CatBoost+TabM+TabPFNv2,3,LightGBM+CatBoost+TabPFNv2+TabPFN-2.5,4,0.714
CatBoost+TabM+TabPFNv2,3,LightGBM+TabM+TabPFNv2+TabPFN-2.5,4,0.679
CatBoost+TabM+TabPFNv2,3,CatBoost+TabM+TabPFNv2+TabPFN-2.5,4,0.714
CatBoost+TabM+TabPFNv2,3,LightGBM+CatBoost+TabM+TabPFNv2+TabPFN-2.5,5,0.821
CatBoost+TabM+TabPFN-2.5,3,CatBoost+TabPFNv2+TabPFN-2.5,3,0.741
CatBoost+TabM+TabPFN-2.5,3,TabM+TabPFNv2+TabPFN-2.5,3,0.714
CatBoost+TabM+TabPFN-2.5,3,LightGBM+CatBoost+TabM+TabPFNv2,4,0.769
CatBoost+TabM+TabPFN-2.5,3,LightGBM+CatBoost+TabM+TabPFN-2.5,4,0.8
CatBoost+TabM+TabPFN-2.5,3,LightGBM+CatBoost+TabPFNv2+TabPFN-2.5,4,0.731
CatBoost+TabM+TabPFN-2.5,3,LightGBM+TabM+TabPFNv2+TabPFN-2.5,4,0.76
CatBoost+TabM+TabPFN-2.5,3,CatBoost+TabM+TabPFNv2+TabPFN-2.5,4,0.8
CatBoost+TabM+TabPFN-2.5,3,LightGBM+CatBoost+TabM+TabPFNv2+TabPFN-2.5,5,0.846
CatBoost+TabPFNv2+TabPFN-2.5,3,TabM+TabPFNv2+TabPFN-2.5,3,0.875
CatBoost+TabPFNv2+TabPFN-2.5,3,LightGBM+CatBoost+TabM+TabPFNv2,4,0.792
CatBoost+TabPFNv2+TabPFN-2.5,3,LightGBM+CatBoost+TabM+TabPFN-2.5,4,0.75
CatBoost+TabPFNv2+TabPFN-2.5,3,LightGBM+CatBoost+TabPFNv2+TabPFN-2.5,4,0.909
CatBoost+TabPFNv2+TabPFN-2.5,3,LightGBM+TabM+TabPFNv2+TabPFN-2.5,4,0.864
CatBoost+TabPFNv2+TabPFN-2.5,3,CatBoost+TabM+TabPFNv2+TabPFN-2.5,4,0.909
CatBoost+TabPFNv2+TabPFN-2.5,3,LightGBM+CatBoost+TabM+TabPFNv2+TabPFN-2.5,5,0.875
TabM+TabPFNv2+TabPFN-2.5,3,LightGBM+CatBoost+TabM+TabPFNv2,4,0.692
TabM+TabPFNv2+TabPFN-2.5,3,LightGBM+CatBoost+TabM+TabPFN-2.5,4,0.72
TabM+TabPFNv2+TabPFN-2.5,3,LightGBM+CatBoost+TabPFNv2+TabPFN-2.5,4,0.792
TabM+TabPFNv2+TabPFN-2.5,3,LightGBM+TabM+TabPFNv2+TabPFN-2.5,4,0.826
TabM+TabPFNv2+TabPFN-2.5,3,CatBoost+TabM+TabPFNv2+TabPFN-2.5,4,0.87
TabM+TabPFNv2+TabPFN-2.5,3,LightGBM+CatBoost+TabM+TabPFNv2+TabPFN-2.5,5,0.769
LightGBM+CatBoost+TabM+TabPFNv2,4,LightGBM+CatBoost+TabM+TabPFN-2.5,4,0.952
LightGBM+CatBoost+TabM+TabPFNv2,4,LightGBM+CatBoost+TabPFNv2+TabPFN-2.5,4,0.864
LightGBM+CatBoost+TabM+TabPFNv2,4,LightGBM+TabM+TabPFNv2+TabPFN-2.5,4,0.818
LightGBM+CatBoost+TabM+TabPFNv2,4,CatBoost+TabM+TabPFNv2+TabPFN-2.5,4,0.783
LightGBM+CatBoost+TabM+TabPFNv2,4,LightGBM+CatBoost+TabM+TabPFNv2+TabPFN-2.5,5,0.913
LightGBM+CatBoost+TabM+TabPFN-2.5,4,LightGBM+CatBoost+TabPFNv2+TabPFN-2.5,4,0.818
LightGBM+CatBoost+TabM+TabPFN-2.5,4,LightGBM+TabM+TabPFNv2+TabPFN-2.5,4,0.857
LightGBM+CatBoost+TabM+TabPFN-2.5,4,CatBoost+TabM+TabPFNv2+TabPFN-2.5,4,0.818
LightGBM+CatBoost+TabM+TabPFN-2.5,4,LightGBM+CatBoost+TabM+TabPFNv2+TabPFN-2.5,5,0.87
LightGBM+CatBoost+TabPFNv2+TabPFN-2.5,4,LightGBM+TabM+TabPFNv2+TabPFN-2.5,4,0.857
LightGBM+CatBoost+TabPFNv2+TabPFN-2.5,4,CatBoost+TabM+TabPFNv2+TabPFN-2.5,4,0.905
LightGBM+CatBoost+TabPFNv2+TabPFN-2.5,4,LightGBM+CatBoost+TabM+TabPFNv2+TabPFN-2.5,5,0.87
LightGBM+TabM+TabPFNv2+TabPFN-2.5,4,CatBoost+TabM+TabPFNv2+TabPFN-2.5,4,0.95
LightGBM+TabM+TabPFNv2+TabPFN-2.5,4,LightGBM+CatBoost+TabM+TabPFNv2+TabPFN-2.5,5,0.826
CatBoost+TabM+TabPFNv2+TabPFN-2.5,4,LightGBM+CatBoost+TabM+TabPFNv2+TabPFN-2.5,5,0.87
