"Name","Created","Runtime","State","test_score","dataset","model","e5_model_name","fold"
"tabpfnv2p5_REG_TEXT_WINE_POLISH_MARKET_no_text_2","2026-09-03T02:37:31.000Z","14","finished","0.7387743286738224","REG_TEXT_WINE_POLISH_MARKET","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","2"
"tabpfnv2_REG_TEXT_WINE_POLISH_MARKET_all_2","2026-09-03T02:37:30.000Z","51","finished","0.42792281801938015","REG_TEXT_WINE_POLISH_MARKET","TabPFN-v2 🤯","intfloat/e5-small-v2","2"
"tabpfnv2_REG_TEXT_WINE_POLISH_MARKET_text_only_2","2026-09-03T02:37:28.000Z","161","finished","0.1786254112398492","REG_TEXT_WINE_POLISH_MARKET","TabPFN-v2 🤯","intfloat/e5-small-v2","2"
"tabpfnv2_REG_TEXT_WINE_POLISH_MARKET_no_text_2","2026-09-03T02:37:14.000Z","14","finished","0.6255516133143527","REG_TEXT_WINE_POLISH_MARKET","TabPFN-v2 🤯","intfloat/e5-small-v2","2"
"tabm_REG_TEXT_WINE_POLISH_MARKET_all_2","2026-09-03T02:37:07.000Z","103","finished","0.6438729499765805","REG_TEXT_WINE_POLISH_MARKET","TabM Ⓜ️","intfloat/e5-small-v2","2"
"tabm_REG_TEXT_WINE_POLISH_MARKET_text_only_2","2026-09-03T02:37:06.000Z","78","finished","0.17167557509684883","REG_TEXT_WINE_POLISH_MARKET","TabM Ⓜ️","intfloat/e5-small-v2","2"
"tabm_REG_TEXT_WINE_POLISH_MARKET_no_text_2","2026-09-03T02:36:58.000Z","14","finished","-0.2993226392700148","REG_TEXT_WINE_POLISH_MARKET","TabM Ⓜ️","intfloat/e5-small-v2","2"
"cat_REG_TEXT_WINE_POLISH_MARKET_all_2","2026-09-03T02:36:32.000Z","102","finished","0.7574918709152981","REG_TEXT_WINE_POLISH_MARKET","CatBoost 😸","intfloat/e5-small-v2","2"
"cat_REG_TEXT_WINE_POLISH_MARKET_text_only_2","2026-09-03T02:36:02.000Z","148","finished","-0.112795222146286","REG_TEXT_WINE_POLISH_MARKET","CatBoost 😸","intfloat/e5-small-v2","2"
"cat_REG_TEXT_WINE_POLISH_MARKET_no_text_2","2026-09-03T02:35:50.000Z","64","finished","0.21914150055429304","REG_TEXT_WINE_POLISH_MARKET","CatBoost 😸","intfloat/e5-small-v2","2"
"light_REG_TEXT_WINE_POLISH_MARKET_all_2","2026-09-03T02:35:42.000Z","77","finished","0.8144980649898611","REG_TEXT_WINE_POLISH_MARKET","LightGBM 💡","intfloat/e5-small-v2","2"
"light_REG_TEXT_WINE_POLISH_MARKET_text_only_2","2026-09-03T02:35:41.000Z","105","finished","0.06910214597587439","REG_TEXT_WINE_POLISH_MARKET","LightGBM 💡","intfloat/e5-small-v2","2"
"light_REG_TEXT_WINE_POLISH_MARKET_no_text_2","2026-09-03T02:35:34.000Z","13","finished","0.7109789939662581","REG_TEXT_WINE_POLISH_MARKET","LightGBM 💡","intfloat/e5-small-v2","2"
"tabpfnv2p5_REG_TEXT_WINE_POLISH_MARKET_all_1","2026-09-03T02:35:06.000Z","115","finished","0.7055591905125909","REG_TEXT_WINE_POLISH_MARKET","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","1"
"tabpfnv2p5_REG_TEXT_WINE_POLISH_MARKET_no_text_1","2026-09-03T02:34:45.000Z","14","finished","0.6370360073506622","REG_TEXT_WINE_POLISH_MARKET","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","1"
"tabpfnv2_REG_TEXT_WINE_POLISH_MARKET_all_1","2026-09-03T02:34:42.000Z","108","finished","0.7412440042102699","REG_TEXT_WINE_POLISH_MARKET","TabPFN-v2 🤯","intfloat/e5-small-v2","1"
"tabpfnv2_REG_TEXT_WINE_POLISH_MARKET_text_only_1","2026-09-03T02:34:41.000Z","160","finished","0.538626496889387","REG_TEXT_WINE_POLISH_MARKET","TabPFN-v2 🤯","intfloat/e5-small-v2","1"
"tabpfnv2_REG_TEXT_WINE_POLISH_MARKET_no_text_1","2026-09-03T02:34:19.000Z","17","finished","0.677005810605531","REG_TEXT_WINE_POLISH_MARKET","TabPFN-v2 🤯","intfloat/e5-small-v2","1"
"tabm_REG_TEXT_WINE_POLISH_MARKET_all_1","2026-09-03T02:34:18.000Z","80","finished","0.608284819148497","REG_TEXT_WINE_POLISH_MARKET","TabM Ⓜ️","intfloat/e5-small-v2","1"
"tabm_REG_TEXT_WINE_POLISH_MARKET_text_only_1","2026-09-03T02:33:59.000Z","42","finished","0.188621586752202","REG_TEXT_WINE_POLISH_MARKET","TabM Ⓜ️","intfloat/e5-small-v2","1"
"tabm_REG_TEXT_WINE_POLISH_MARKET_no_text_1","2026-09-03T02:33:43.000Z","13","finished","0.6230611637490651","REG_TEXT_WINE_POLISH_MARKET","TabM Ⓜ️","intfloat/e5-small-v2","1"
"cat_REG_TEXT_WINE_POLISH_MARKET_all_1","2026-09-03T02:33:41.000Z","114","finished","0.6772379218080593","REG_TEXT_WINE_POLISH_MARKET","CatBoost 😸","intfloat/e5-small-v2","1"
"cat_REG_TEXT_WINE_POLISH_MARKET_text_only_1","2026-09-03T02:33:30.000Z","148","finished","0.2231994107934533","REG_TEXT_WINE_POLISH_MARKET","CatBoost 😸","intfloat/e5-small-v2","1"
"cat_REG_TEXT_WINE_POLISH_MARKET_no_text_1","2026-09-03T02:33:20.000Z","14","finished","0.6019279565431084","REG_TEXT_WINE_POLISH_MARKET","CatBoost 😸","intfloat/e5-small-v2","1"
"light_REG_TEXT_WINE_POLISH_MARKET_all_1","2026-09-03T02:33:08.000Z","91","finished","0.5849780190512351","REG_TEXT_WINE_POLISH_MARKET","LightGBM 💡","intfloat/e5-small-v2","1"
"light_REG_TEXT_WINE_POLISH_MARKET_text_only_1","2026-09-03T02:32:56.000Z","42","finished","-0.02005387833549177","REG_TEXT_WINE_POLISH_MARKET","LightGBM 💡","intfloat/e5-small-v2","1"
"light_REG_TEXT_WINE_POLISH_MARKET_no_text_1","2026-09-03T02:32:52.000Z","13","finished","0.1383102925207791","REG_TEXT_WINE_POLISH_MARKET","LightGBM 💡","intfloat/e5-small-v2","1"
"tabpfnv2p5_REG_TEXT_WINE_POLISH_MARKET_all_0","2026-09-03T02:32:50.000Z","112","finished","0.5613664370459555","REG_TEXT_WINE_POLISH_MARKET","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0"
"tabpfnv2p5_REG_TEXT_WINE_POLISH_MARKET_text_only_0","2026-09-03T02:32:49.000Z","85","finished","0.1094386592929647","REG_TEXT_WINE_POLISH_MARKET","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0"
"tabpfnv2p5_REG_TEXT_WINE_POLISH_MARKET_no_text_0","2026-09-03T02:32:29.000Z","14","finished","0.568691782961759","REG_TEXT_WINE_POLISH_MARKET","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0"
"tabpfnv2_REG_TEXT_WINE_POLISH_MARKET_all_0","2026-09-03T02:31:53.000Z","55","finished","0.3964765743313486","REG_TEXT_WINE_POLISH_MARKET","TabPFN-v2 🤯","intfloat/e5-small-v2","0"
"tabpfnv2_REG_TEXT_WINE_POLISH_MARKET_no_text_0","2026-09-03T02:31:32.000Z","14","finished","0.528291105314052","REG_TEXT_WINE_POLISH_MARKET","TabPFN-v2 🤯","intfloat/e5-small-v2","0"
"tabpfnv2_REG_TEXT_WINE_POLISH_MARKET_text_only_0","2026-09-03T02:31:32.000Z","162","finished","0.09929875356804452","REG_TEXT_WINE_POLISH_MARKET","TabPFN-v2 🤯","intfloat/e5-small-v2","0"
"tabm_REG_TEXT_WINE_POLISH_MARKET_all_0","2026-09-03T02:31:30.000Z","107","finished","0.7088419178213505","REG_TEXT_WINE_POLISH_MARKET","TabM Ⓜ️","intfloat/e5-small-v2","0"
"tabm_REG_TEXT_WINE_POLISH_MARKET_text_only_0","2026-09-03T02:31:25.000Z","81","finished","0.07482882755967857","REG_TEXT_WINE_POLISH_MARKET","TabM Ⓜ️","intfloat/e5-small-v2","0"
"tabm_REG_TEXT_WINE_POLISH_MARKET_no_text_0","2026-09-03T02:31:06.000Z","19","finished","0.6454547108195039","REG_TEXT_WINE_POLISH_MARKET","TabM Ⓜ️","intfloat/e5-small-v2","0"
"cat_REG_TEXT_WINE_POLISH_MARKET_all_0","2026-09-03T02:31:02.000Z","103","finished","0.5416270166764872","REG_TEXT_WINE_POLISH_MARKET","CatBoost 😸","intfloat/e5-small-v2","0"
"cat_REG_TEXT_WINE_POLISH_MARKET_text_only_0","2026-09-03T02:30:53.000Z","150","finished","0.08279468185132954","REG_TEXT_WINE_POLISH_MARKET","CatBoost 😸","intfloat/e5-small-v2","0"
"cat_REG_TEXT_WINE_POLISH_MARKET_no_text_0","2026-09-03T02:30:44.000Z","17","finished","0.5044185714044729","REG_TEXT_WINE_POLISH_MARKET","CatBoost 😸","intfloat/e5-small-v2","0"
"light_REG_TEXT_WINE_POLISH_MARKET_all_0","2026-09-03T02:30:44.000Z","44","finished","0.446248289165269","REG_TEXT_WINE_POLISH_MARKET","LightGBM 💡","intfloat/e5-small-v2","0"
"light_REG_TEXT_WINE_POLISH_MARKET_text_only_0","2026-09-03T02:30:39.000Z","104","finished","0.06532032676927879","REG_TEXT_WINE_POLISH_MARKET","LightGBM 💡","intfloat/e5-small-v2","0"
"light_REG_TEXT_WINE_POLISH_MARKET_no_text_0","2026-09-03T02:30:32.000Z","15","finished","0.4302633233389781","REG_TEXT_WINE_POLISH_MARKET","LightGBM 💡","intfloat/e5-small-v2","0"
"tabpfnv2p5_REG_TEXT_RAMEN_RATINGS_all_2","2026-09-03T02:26:15.000Z","122","finished","0.1716789359401134","REG_TEXT_RAMEN_RATINGS","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","2"
"tabpfnv2p5_REG_TEXT_RAMEN_RATINGS_no_text_2","2026-09-03T02:25:59.000Z","15","finished","0.06578532135296766","REG_TEXT_RAMEN_RATINGS","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","2"
"tabpfnv2_REG_TEXT_RAMEN_RATINGS_all_2","2026-09-03T02:25:46.000Z","92","finished","0.10353525196976276","REG_TEXT_RAMEN_RATINGS","TabPFN-v2 🤯","intfloat/e5-small-v2","2"
"tabpfnv2_REG_TEXT_RAMEN_RATINGS_text_only_2","2026-09-03T02:25:31.000Z","81","finished","0.0987671053493393","REG_TEXT_RAMEN_RATINGS","TabPFN-v2 🤯","intfloat/e5-small-v2","2"
"tabpfnv2_REG_TEXT_RAMEN_RATINGS_no_text_2","2026-09-03T02:25:25.000Z","14","finished","0.05144539908768242","REG_TEXT_RAMEN_RATINGS","TabPFN-v2 🤯","intfloat/e5-small-v2","2"
"tabm_REG_TEXT_RAMEN_RATINGS_all_2","2026-09-03T02:25:22.000Z","35","finished","0.11405426898248971","REG_TEXT_RAMEN_RATINGS","TabM Ⓜ️","intfloat/e5-small-v2","2"
"tabm_REG_TEXT_RAMEN_RATINGS_text_only_2","2026-09-03T02:25:17.000Z","81","finished","0.08006601035213401","REG_TEXT_RAMEN_RATINGS","TabM Ⓜ️","intfloat/e5-small-v2","2"
"tabm_REG_TEXT_RAMEN_RATINGS_no_text_2","2026-09-03T02:25:06.000Z","14","finished","0.07071903562769732","REG_TEXT_RAMEN_RATINGS","TabM Ⓜ️","intfloat/e5-small-v2","2"
"cat_REG_TEXT_RAMEN_RATINGS_all_2","2026-09-03T02:24:53.000Z","115","finished","0.1341284279190167","REG_TEXT_RAMEN_RATINGS","CatBoost 😸","intfloat/e5-small-v2","2"
"cat_REG_TEXT_RAMEN_RATINGS_text_only_2","2026-09-03T02:24:51.000Z","62","finished","0.10107399902836144","REG_TEXT_RAMEN_RATINGS","CatBoost 😸","intfloat/e5-small-v2","2"
"cat_REG_TEXT_RAMEN_RATINGS_no_text_2","2026-09-03T02:24:30.000Z","15","finished","0.0785593000702337","REG_TEXT_RAMEN_RATINGS","CatBoost 😸","intfloat/e5-small-v2","2"
"light_REG_TEXT_RAMEN_RATINGS_all_2","2026-09-03T02:24:29.000Z","34","finished","0.10115832044047102","REG_TEXT_RAMEN_RATINGS","LightGBM 💡","intfloat/e5-small-v2","2"
"light_REG_TEXT_RAMEN_RATINGS_text_only_2","2026-09-03T02:24:20.000Z","111","finished","0.11393463552778504","REG_TEXT_RAMEN_RATINGS","LightGBM 💡","intfloat/e5-small-v2","2"
"light_REG_TEXT_RAMEN_RATINGS_no_text_2","2026-09-03T02:24:14.000Z","13","finished","0.0748795830982174","REG_TEXT_RAMEN_RATINGS","LightGBM 💡","intfloat/e5-small-v2","2"
"tabpfnv2p5_REG_TEXT_RAMEN_RATINGS_all_1","2026-09-03T02:24:07.000Z","78","finished","0.26017723513314106","REG_TEXT_RAMEN_RATINGS","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","1"
"tabpfnv2p5_REG_TEXT_RAMEN_RATINGS_no_text_1","2026-09-03T02:23:52.000Z","15","finished","0.13144375092296356","REG_TEXT_RAMEN_RATINGS","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","1"
"tabpfnv2_REG_TEXT_RAMEN_RATINGS_all_1","2026-09-03T02:23:50.000Z","91","finished","0.15064120382273183","REG_TEXT_RAMEN_RATINGS","TabPFN-v2 🤯","intfloat/e5-small-v2","1"
"tabpfnv2_REG_TEXT_RAMEN_RATINGS_text_only_1","2026-09-03T02:23:37.000Z","93","finished","0.14704495875884704","REG_TEXT_RAMEN_RATINGS","TabPFN-v2 🤯","intfloat/e5-small-v2","1"
"tabpfnv2_REG_TEXT_RAMEN_RATINGS_no_text_1","2026-09-03T02:23:28.000Z","17","finished","0.09156566662729236","REG_TEXT_RAMEN_RATINGS","TabPFN-v2 🤯","intfloat/e5-small-v2","1"
"tabm_REG_TEXT_RAMEN_RATINGS_all_1","2026-09-03T02:23:10.000Z","35","finished","0.2433414770872535","REG_TEXT_RAMEN_RATINGS","TabM Ⓜ️","intfloat/e5-small-v2","1"
"tabm_REG_TEXT_RAMEN_RATINGS_text_only_1","2026-09-03T02:22:53.000Z","115","finished","0.2074626426718457","REG_TEXT_RAMEN_RATINGS","TabM Ⓜ️","intfloat/e5-small-v2","1"
"tabm_REG_TEXT_RAMEN_RATINGS_no_text_1","2026-09-03T02:22:49.000Z","14","finished","0.15013717587828437","REG_TEXT_RAMEN_RATINGS","TabM Ⓜ️","intfloat/e5-small-v2","1"
"cat_REG_TEXT_RAMEN_RATINGS_all_1","2026-09-03T02:22:48.000Z","75","finished","0.232269829119896","REG_TEXT_RAMEN_RATINGS","CatBoost 😸","intfloat/e5-small-v2","1"
"cat_REG_TEXT_RAMEN_RATINGS_text_only_1","2026-09-03T02:22:44.000Z","62","finished","0.2024552881126538","REG_TEXT_RAMEN_RATINGS","CatBoost 😸","intfloat/e5-small-v2","1"
"cat_REG_TEXT_RAMEN_RATINGS_no_text_1","2026-09-03T02:22:27.000Z","14","finished","0.14420157021994073","REG_TEXT_RAMEN_RATINGS","CatBoost 😸","intfloat/e5-small-v2","1"
"light_REG_TEXT_RAMEN_RATINGS_all_1","2026-09-03T02:22:25.000Z","112","finished","0.22259436378424535","REG_TEXT_RAMEN_RATINGS","LightGBM 💡","intfloat/e5-small-v2","1"
"light_REG_TEXT_RAMEN_RATINGS_text_only_1","2026-09-03T02:22:12.000Z","33","finished","0.1936815821053396","REG_TEXT_RAMEN_RATINGS","LightGBM 💡","intfloat/e5-small-v2","1"
"light_REG_TEXT_RAMEN_RATINGS_no_text_1","2026-09-03T02:22:11.000Z","13","finished","0.14948103922099543","REG_TEXT_RAMEN_RATINGS","LightGBM 💡","intfloat/e5-small-v2","1"
"tabpfnv2p5_REG_TEXT_RAMEN_RATINGS_all_0","2026-09-03T02:22:03.000Z","87","finished","0.1731231878997631","REG_TEXT_RAMEN_RATINGS","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0"
"tabpfnv2p5_REG_TEXT_RAMEN_RATINGS_text_only_0","2026-09-03T02:22:00.000Z","85","finished","0.1862689613433809","REG_TEXT_RAMEN_RATINGS","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0"
"tabpfnv2p5_REG_TEXT_RAMEN_RATINGS_no_text_0","2026-09-03T02:21:42.000Z","16","finished","0.055063306026801095","REG_TEXT_RAMEN_RATINGS","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0"
"tabpfnv2_REG_TEXT_RAMEN_RATINGS_all_0","2026-09-03T02:21:31.000Z","68","finished","0.11428936296491288","REG_TEXT_RAMEN_RATINGS","TabPFN-v2 🤯","intfloat/e5-small-v2","0"
"tabpfnv2_REG_TEXT_RAMEN_RATINGS_text_only_0","2026-09-03T02:21:30.000Z","38","finished","0.0939489159632334","REG_TEXT_RAMEN_RATINGS","TabPFN-v2 🤯","intfloat/e5-small-v2","0"
"tabpfnv2_REG_TEXT_RAMEN_RATINGS_no_text_0","2026-09-03T02:21:10.000Z","14","finished","0.05185470757977839","REG_TEXT_RAMEN_RATINGS","TabPFN-v2 🤯","intfloat/e5-small-v2","0"
"tabm_REG_TEXT_RAMEN_RATINGS_text_only_0","2026-09-03T02:20:53.000Z","73","finished","0.14341046294508675","REG_TEXT_RAMEN_RATINGS","TabM Ⓜ️","intfloat/e5-small-v2","0"
"tabm_REG_TEXT_RAMEN_RATINGS_all_0","2026-09-03T02:20:53.000Z","35","finished","0.09690989862857768","REG_TEXT_RAMEN_RATINGS","TabM Ⓜ️","intfloat/e5-small-v2","0"
"tabm_REG_TEXT_RAMEN_RATINGS_no_text_0","2026-09-03T02:20:49.000Z","14","finished","0.06569977563541762","REG_TEXT_RAMEN_RATINGS","TabM Ⓜ️","intfloat/e5-small-v2","0"
"cat_REG_TEXT_RAMEN_RATINGS_all_0","2026-09-03T02:20:47.000Z","119","finished","0.10008070570858828","REG_TEXT_RAMEN_RATINGS","CatBoost 😸","intfloat/e5-small-v2","0"
"cat_REG_TEXT_RAMEN_RATINGS_text_only_0","2026-09-03T02:20:36.000Z","80","finished","0.09385074139066174","REG_TEXT_RAMEN_RATINGS","CatBoost 😸","intfloat/e5-small-v2","0"
"cat_REG_TEXT_RAMEN_RATINGS_no_text_0","2026-09-03T02:20:32.000Z","16","finished","0.05306779525920613","REG_TEXT_RAMEN_RATINGS","CatBoost 😸","intfloat/e5-small-v2","0"
"light_REG_TEXT_RAMEN_RATINGS_all_0","2026-09-03T02:20:29.000Z","112","finished","0.12213163338254109","REG_TEXT_RAMEN_RATINGS","LightGBM 💡","intfloat/e5-small-v2","0"
"light_REG_TEXT_RAMEN_RATINGS_text_only_0","2026-09-03T02:20:18.000Z","80","finished","0.10813719191183524","REG_TEXT_RAMEN_RATINGS","LightGBM 💡","intfloat/e5-small-v2","0"
"light_REG_TEXT_RAMEN_RATINGS_no_text_0","2026-09-03T02:20:08.000Z","15","finished","0.06002348232615695","REG_TEXT_RAMEN_RATINGS","LightGBM 💡","intfloat/e5-small-v2","0"
"tabpfnv2p5_REG_TEXT_CHOCOLATE_BAR_RATINGS_all_2","2026-09-03T02:17:22.000Z","42","finished","0.2672590094872337","REG_TEXT_CHOCOLATE_BAR_RATINGS","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","2"
"tabpfnv2_REG_TEXT_CHOCOLATE_BAR_RATINGS_all_2","2026-09-03T02:17:02.000Z","39","finished","0.2856900780008991","REG_TEXT_CHOCOLATE_BAR_RATINGS","TabPFN-v2 🤯","intfloat/e5-small-v2","2"
"tabpfnv2_REG_TEXT_CHOCOLATE_BAR_RATINGS_text_only_2","2026-09-03T02:16:49.000Z","63","finished","0.1846108187895595","REG_TEXT_CHOCOLATE_BAR_RATINGS","TabPFN-v2 🤯","intfloat/e5-small-v2","2"
"tabpfnv2_REG_TEXT_CHOCOLATE_BAR_RATINGS_no_text_2","2026-09-03T02:16:46.000Z","14","finished","0.0017710974237261643","REG_TEXT_CHOCOLATE_BAR_RATINGS","TabPFN-v2 🤯","intfloat/e5-small-v2","2"
"tabm_REG_TEXT_CHOCOLATE_BAR_RATINGS_all_2","2026-09-03T02:16:40.000Z","39","finished","0.1923747803214204","REG_TEXT_CHOCOLATE_BAR_RATINGS","TabM Ⓜ️","intfloat/e5-small-v2","2"
"tabm_REG_TEXT_CHOCOLATE_BAR_RATINGS_text_only_2","2026-09-03T02:16:24.000Z","58","finished","0.12143509915787754","REG_TEXT_CHOCOLATE_BAR_RATINGS","TabM Ⓜ️","intfloat/e5-small-v2","2"
"tabm_REG_TEXT_CHOCOLATE_BAR_RATINGS_no_text_2","2026-09-03T02:16:19.000Z","15","finished","0.10129736113246755","REG_TEXT_CHOCOLATE_BAR_RATINGS","TabM Ⓜ️","intfloat/e5-small-v2","2"
"cat_REG_TEXT_CHOCOLATE_BAR_RATINGS_all_2","2026-09-03T02:16:18.000Z","45","finished","0.2034807092527939","REG_TEXT_CHOCOLATE_BAR_RATINGS","CatBoost 😸","intfloat/e5-small-v2","2"
"cat_REG_TEXT_CHOCOLATE_BAR_RATINGS_text_only_2","2026-09-03T02:16:03.000Z","38","finished","0.09022030632175104","REG_TEXT_CHOCOLATE_BAR_RATINGS","CatBoost 😸","intfloat/e5-small-v2","2"
"cat_REG_TEXT_CHOCOLATE_BAR_RATINGS_no_text_2","2026-09-03T02:15:47.000Z","27","finished","0.10068031851867287","REG_TEXT_CHOCOLATE_BAR_RATINGS","CatBoost 😸","intfloat/e5-small-v2","2"
"light_REG_TEXT_CHOCOLATE_BAR_RATINGS_all_2","2026-09-03T02:15:45.000Z","59","finished","0.12581270356985474","REG_TEXT_CHOCOLATE_BAR_RATINGS","LightGBM 💡","intfloat/e5-small-v2","2"
"light_REG_TEXT_CHOCOLATE_BAR_RATINGS_text_only_2","2026-09-03T02:15:37.000Z","39","finished","0.007607788947848637","REG_TEXT_CHOCOLATE_BAR_RATINGS","LightGBM 💡","intfloat/e5-small-v2","2"
"light_REG_TEXT_CHOCOLATE_BAR_RATINGS_no_text_2","2026-09-03T02:15:29.000Z","14","finished","0.09505048828858433","REG_TEXT_CHOCOLATE_BAR_RATINGS","LightGBM 💡","intfloat/e5-small-v2","2"
"tabpfnv2p5_REG_TEXT_CHOCOLATE_BAR_RATINGS_text_only_1","2026-09-03T02:15:15.000Z","62","finished","0.19299476551440065","REG_TEXT_CHOCOLATE_BAR_RATINGS","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","1"
"tabpfnv2p5_REG_TEXT_CHOCOLATE_BAR_RATINGS_no_text_1","2026-09-03T02:14:54.000Z","15","finished","0.20169722812211857","REG_TEXT_CHOCOLATE_BAR_RATINGS","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","1"
"tabpfnv2_REG_TEXT_CHOCOLATE_BAR_RATINGS_all_1","2026-09-03T02:14:50.000Z","43","finished","0.3252367008617324","REG_TEXT_CHOCOLATE_BAR_RATINGS","TabPFN-v2 🤯","intfloat/e5-small-v2","1"
"tabpfnv2_REG_TEXT_CHOCOLATE_BAR_RATINGS_text_only_1","2026-09-03T02:14:49.000Z","27","finished","0.17971776303883613","REG_TEXT_CHOCOLATE_BAR_RATINGS","TabPFN-v2 🤯","intfloat/e5-small-v2","1"
"tabpfnv2_REG_TEXT_CHOCOLATE_BAR_RATINGS_no_text_1","2026-09-03T02:14:34.000Z","13","finished","0.19101740785354115","REG_TEXT_CHOCOLATE_BAR_RATINGS","TabPFN-v2 🤯","intfloat/e5-small-v2","1"
"tabm_REG_TEXT_CHOCOLATE_BAR_RATINGS_all_1","2026-09-03T02:14:26.000Z","59","finished","0.2944280371427326","REG_TEXT_CHOCOLATE_BAR_RATINGS","TabM Ⓜ️","intfloat/e5-small-v2","1"
"tabm_REG_TEXT_CHOCOLATE_BAR_RATINGS_text_only_1","2026-09-03T02:14:22.000Z","24","finished","0.14298435165597556","REG_TEXT_CHOCOLATE_BAR_RATINGS","TabM Ⓜ️","intfloat/e5-small-v2","1"
"tabm_REG_TEXT_CHOCOLATE_BAR_RATINGS_no_text_1","2026-09-03T02:14:05.000Z","16","finished","0.27807880989015443","REG_TEXT_CHOCOLATE_BAR_RATINGS","TabM Ⓜ️","intfloat/e5-small-v2","1"
"cat_REG_TEXT_CHOCOLATE_BAR_RATINGS_all_1","2026-09-03T02:13:46.000Z","43","finished","0.2781890165127887","REG_TEXT_CHOCOLATE_BAR_RATINGS","CatBoost 😸","intfloat/e5-small-v2","1"
"cat_REG_TEXT_CHOCOLATE_BAR_RATINGS_text_only_1","2026-09-03T02:13:45.000Z","30","finished","0.1208446869912072","REG_TEXT_CHOCOLATE_BAR_RATINGS","CatBoost 😸","intfloat/e5-small-v2","1"
"cat_REG_TEXT_CHOCOLATE_BAR_RATINGS_no_text_1","2026-09-03T02:13:13.000Z","28","finished","0.18426604254284265","REG_TEXT_CHOCOLATE_BAR_RATINGS","CatBoost 😸","intfloat/e5-small-v2","1"
"light_REG_TEXT_CHOCOLATE_BAR_RATINGS_all_1","2026-09-03T02:13:04.000Z","38","finished","0.256493553921862","REG_TEXT_CHOCOLATE_BAR_RATINGS","LightGBM 💡","intfloat/e5-small-v2","1"
"light_REG_TEXT_CHOCOLATE_BAR_RATINGS_text_only_1","2026-09-03T02:13:02.000Z","57","finished","0.10191060194103596","REG_TEXT_CHOCOLATE_BAR_RATINGS","LightGBM 💡","intfloat/e5-small-v2","1"
"light_REG_TEXT_CHOCOLATE_BAR_RATINGS_no_text_1","2026-09-03T02:12:47.000Z","23","finished","0.23755322212515717","REG_TEXT_CHOCOLATE_BAR_RATINGS","LightGBM 💡","intfloat/e5-small-v2","1"
"tabpfnv2p5_REG_TEXT_CHOCOLATE_BAR_RATINGS_text_only_0","2026-09-03T02:12:16.000Z","42","finished","0.22160242331049465","REG_TEXT_CHOCOLATE_BAR_RATINGS","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0"
"tabpfnv2p5_REG_TEXT_CHOCOLATE_BAR_RATINGS_no_text_0","2026-09-03T02:11:55.000Z","14","finished","0.1792735363687119","REG_TEXT_CHOCOLATE_BAR_RATINGS","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0"
"tabpfnv2_REG_TEXT_CHOCOLATE_BAR_RATINGS_all_0","2026-09-03T02:11:54.000Z","65","finished","0.26517279840885144","REG_TEXT_CHOCOLATE_BAR_RATINGS","TabPFN-v2 🤯","intfloat/e5-small-v2","0"
"tabpfnv2_REG_TEXT_CHOCOLATE_BAR_RATINGS_text_only_0","2026-09-03T02:11:48.000Z","26","finished","0.15933624875267216","REG_TEXT_CHOCOLATE_BAR_RATINGS","TabPFN-v2 🤯","intfloat/e5-small-v2","0"
"tabpfnv2_REG_TEXT_CHOCOLATE_BAR_RATINGS_no_text_0","2026-09-03T02:11:32.000Z","13","finished","0.12593166879653106","REG_TEXT_CHOCOLATE_BAR_RATINGS","TabPFN-v2 🤯","intfloat/e5-small-v2","0"
"tabm_REG_TEXT_CHOCOLATE_BAR_RATINGS_all_0","2026-09-03T02:11:08.000Z","40","finished","0.2651280434406371","REG_TEXT_CHOCOLATE_BAR_RATINGS","TabM Ⓜ️","intfloat/e5-small-v2","0"
"tabm_REG_TEXT_CHOCOLATE_BAR_RATINGS_text_only_0","2026-09-03T02:11:06.000Z","23","finished","0.20038128499825936","REG_TEXT_CHOCOLATE_BAR_RATINGS","TabM Ⓜ️","intfloat/e5-small-v2","0"
"tabm_REG_TEXT_CHOCOLATE_BAR_RATINGS_no_text_0","2026-09-03T02:10:47.000Z","15","finished","0.2517157727682279","REG_TEXT_CHOCOLATE_BAR_RATINGS","TabM Ⓜ️","intfloat/e5-small-v2","0"
