"Name","Created","Runtime","State","test_score","dataset","model","e5_model_name","fold","multimodal_state"
"tabpfnv2p5_MUL_IMAGE_MINECRAFT_img_4","2026-09-06T11:50:36.000Z","604","finished","0.965463591011422","MUL_IMAGE_MINECRAFT","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","4","img"
"tabpfnv2p5_MUL_IMAGE_MINECRAFT_non_4","2026-09-06T11:50:10.000Z","21","finished","0.946024603810224","MUL_IMAGE_MINECRAFT","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","4","non"
"tabpfnv2_REG_IMAGE_DVM_CAR_all_1","2026-09-06T11:48:26.000Z","229","finished","0.9335756730313411","REG_IMAGE_DVM_CAR","TabPFN-v2 🤯","intfloat/e5-small-v2","1","all"
"tabm_REG_IMAGE_DVM_CAR_img_1","2026-09-06T11:46:52.000Z","88","finished","0.5674639661979823","REG_IMAGE_DVM_CAR","TabM Ⓜ️","intfloat/e5-small-v2","1","img"
"tabm_REG_IMAGE_DVM_CAR_non_1","2026-09-06T11:44:51.000Z","117","finished","0.9168795887639288","REG_IMAGE_DVM_CAR","TabM Ⓜ️","intfloat/e5-small-v2","1","non"
"tabpfnv2p5_MUL_IMAGE_MINECRAFT_all_4","2026-09-06T11:42:30.000Z","660","finished","0.9934864297374316","MUL_IMAGE_MINECRAFT","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","4","all"
"tabm_REG_IMAGE_DVM_CAR_all_1","2026-09-06T11:41:38.000Z","187","finished","0.9171980582650334","REG_IMAGE_DVM_CAR","TabM Ⓜ️","intfloat/e5-small-v2","1","all"
"cat_REG_IMAGE_DVM_CAR_img_1","2026-09-06T11:40:15.000Z","77","finished","0.5215105386336937","REG_IMAGE_DVM_CAR","CatBoost 😸","intfloat/e5-small-v2","1","img"
"tabpfnv2_MUL_IMAGE_MINECRAFT_img_4","2026-09-06T11:39:27.000Z","640","finished","0.965695420136158","MUL_IMAGE_MINECRAFT","TabPFN-v2 🤯","intfloat/e5-small-v2","4","img"
"tabpfnv2_MUL_IMAGE_MINECRAFT_non_4","2026-09-06T11:39:06.000Z","16","finished","0.9461639786977712","MUL_IMAGE_MINECRAFT","TabPFN-v2 🤯","intfloat/e5-small-v2","4","non"
"cat_REG_IMAGE_DVM_CAR_non_1","2026-09-06T11:38:14.000Z","114","finished","0.9444578148152164","REG_IMAGE_DVM_CAR","CatBoost 😸","intfloat/e5-small-v2","1","non"
"cat_REG_IMAGE_DVM_CAR_all_1","2026-09-06T11:35:17.000Z","173","finished","0.9322928441312356","REG_IMAGE_DVM_CAR","CatBoost 😸","intfloat/e5-small-v2","1","all"
"light_REG_IMAGE_DVM_CAR_img_1","2026-09-06T11:34:03.000Z","70","finished","0.3878974249370857","REG_IMAGE_DVM_CAR","LightGBM 💡","intfloat/e5-small-v2","1","img"
"light_REG_IMAGE_DVM_CAR_non_1","2026-09-06T11:32:14.000Z","105","finished","0.8467360654933248","REG_IMAGE_DVM_CAR","LightGBM 💡","intfloat/e5-small-v2","1","non"
"tabpfnv2_MUL_IMAGE_MINECRAFT_all_4","2026-09-06T11:31:22.000Z","661","finished","0.9926674516776725","MUL_IMAGE_MINECRAFT","TabPFN-v2 🤯","intfloat/e5-small-v2","4","all"
"tabm_MUL_IMAGE_MINECRAFT_img_4","2026-09-06T11:29:01.000Z","601","finished","0.963959980541704","MUL_IMAGE_MINECRAFT","TabM Ⓜ️","intfloat/e5-small-v2","4","img"
"light_REG_IMAGE_DVM_CAR_all_1","2026-09-06T11:28:40.000Z","208","finished","0.7984361831015493","REG_IMAGE_DVM_CAR","LightGBM 💡","intfloat/e5-small-v2","1","all"
"tabm_MUL_IMAGE_MINECRAFT_non_4","2026-09-06T11:28:40.000Z","17","finished","0.9428503327326944","MUL_IMAGE_MINECRAFT","TabM Ⓜ️","intfloat/e5-small-v2","4","non"
"tabpfnv2p5_REG_IMAGE_DVM_CAR_img_0","2026-09-06T11:25:42.000Z","171","finished","0.2792502845593273","REG_IMAGE_DVM_CAR","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0","img"
"tabpfnv2p5_REG_IMAGE_DVM_CAR_non_0","2026-09-06T11:23:26.000Z","129","finished","0.275415747259134","REG_IMAGE_DVM_CAR","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0","non"
"tabm_MUL_IMAGE_MINECRAFT_all_4","2026-09-06T11:20:41.000Z","634","finished","0.9914242869459692","MUL_IMAGE_MINECRAFT","TabM Ⓜ️","intfloat/e5-small-v2","4","all"
"tabpfnv2p5_REG_IMAGE_DVM_CAR_all_0","2026-09-06T11:19:52.000Z","208","finished","0.2830797679767022","REG_IMAGE_DVM_CAR","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0","all"
"cat_MUL_IMAGE_MINECRAFT_img_4","2026-09-06T11:19:01.000Z","575","finished","0.9511568561491804","MUL_IMAGE_MINECRAFT","CatBoost 😸","intfloat/e5-small-v2","4","img"
"cat_MUL_IMAGE_MINECRAFT_non_4","2026-09-06T11:18:29.000Z","26","finished","0.940309925510413","MUL_IMAGE_MINECRAFT","CatBoost 😸","intfloat/e5-small-v2","4","non"
"tabpfnv2_REG_IMAGE_DVM_CAR_img_0","2026-09-06T11:18:13.000Z","96","finished","0.22813385133629527","REG_IMAGE_DVM_CAR","TabPFN-v2 🤯","intfloat/e5-small-v2","0","img"
"tabpfnv2_REG_IMAGE_DVM_CAR_non_0","2026-09-06T11:15:31.000Z","157","finished","0.29803016800617776","REG_IMAGE_DVM_CAR","TabPFN-v2 🤯","intfloat/e5-small-v2","0","non"
"tabpfnv2_REG_IMAGE_DVM_CAR_all_0","2026-09-06T11:11:35.000Z","228","finished","0.3058601674609013","REG_IMAGE_DVM_CAR","TabPFN-v2 🤯","intfloat/e5-small-v2","0","all"
"tabm_REG_IMAGE_DVM_CAR_img_0","2026-09-06T11:10:01.000Z","91","finished","0.2784944615771845","REG_IMAGE_DVM_CAR","TabM Ⓜ️","intfloat/e5-small-v2","0","img"
"cat_MUL_IMAGE_MINECRAFT_all_4","2026-09-06T11:09:08.000Z","689","finished","0.9876281351511343","MUL_IMAGE_MINECRAFT","CatBoost 😸","intfloat/e5-small-v2","4","all"
"light_MUL_IMAGE_MINECRAFT_img_4","2026-09-06T11:08:54.000Z","571","finished","0.9472991035786116","MUL_IMAGE_MINECRAFT","LightGBM 💡","intfloat/e5-small-v2","4","img"
"light_MUL_IMAGE_MINECRAFT_non_4","2026-09-06T11:08:38.000Z","14","finished","0.9404985121103624","MUL_IMAGE_MINECRAFT","LightGBM 💡","intfloat/e5-small-v2","4","non"
"tabm_REG_IMAGE_DVM_CAR_non_0","2026-09-06T11:07:50.000Z","124","finished","0.2913605491453619","REG_IMAGE_DVM_CAR","TabM Ⓜ️","intfloat/e5-small-v2","0","non"
"tabm_REG_IMAGE_DVM_CAR_all_0","2026-09-06T11:04:48.000Z","178","finished","0.3026508917132774","REG_IMAGE_DVM_CAR","TabM Ⓜ️","intfloat/e5-small-v2","0","all"
"cat_REG_IMAGE_DVM_CAR_img_0","2026-09-06T11:03:29.000Z","75","finished","0.20892984649648305","REG_IMAGE_DVM_CAR","CatBoost 😸","intfloat/e5-small-v2","0","img"
"cat_REG_IMAGE_DVM_CAR_non_0","2026-09-06T11:00:48.000Z","154","finished","0.445859351663916","REG_IMAGE_DVM_CAR","CatBoost 😸","intfloat/e5-small-v2","0","non"
"light_MUL_IMAGE_MINECRAFT_all_4","2026-09-06T10:58:42.000Z","619","finished","0.9866679871545856","MUL_IMAGE_MINECRAFT","LightGBM 💡","intfloat/e5-small-v2","4","all"
"tabpfnv2p5_MUL_IMAGE_MINECRAFT_img_3","2026-09-06T10:58:33.000Z","599","finished","0.9691675413166486","MUL_IMAGE_MINECRAFT","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","3","img"
"tabpfnv2p5_MUL_IMAGE_MINECRAFT_non_3","2026-09-06T10:58:21.000Z","16","finished","0.9410009159458688","MUL_IMAGE_MINECRAFT","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","3","non"
"cat_REG_IMAGE_DVM_CAR_all_0","2026-09-06T10:56:37.000Z","241","finished","0.4043447155228711","REG_IMAGE_DVM_CAR","CatBoost 😸","intfloat/e5-small-v2","0","all"
"light_REG_IMAGE_DVM_CAR_img_0","2026-09-06T10:55:24.000Z","69","finished","0.21150182909787385","REG_IMAGE_DVM_CAR","LightGBM 💡","intfloat/e5-small-v2","0","img"
"light_REG_IMAGE_DVM_CAR_non_0","2026-09-06T10:53:34.000Z","103","finished","0.311984008106294","REG_IMAGE_DVM_CAR","LightGBM 💡","intfloat/e5-small-v2","0","non"
"light_REG_IMAGE_DVM_CAR_all_0","2026-09-06T10:49:55.000Z","211","finished","0.30785257657536025","REG_IMAGE_DVM_CAR","LightGBM 💡","intfloat/e5-small-v2","0","all"
"tabpfnv2p5_MUL_IMAGE_MINECRAFT_all_3","2026-09-06T10:48:28.000Z","599","finished","0.992655044754582","MUL_IMAGE_MINECRAFT","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","3","all"
"tabpfnv2_MUL_IMAGE_MINECRAFT_img_3","2026-09-06T10:47:09.000Z","667","finished","0.9718286907805104","MUL_IMAGE_MINECRAFT","TabPFN-v2 🤯","intfloat/e5-small-v2","3","img"
"tabpfnv2_MUL_IMAGE_MINECRAFT_non_3","2026-09-06T10:46:48.000Z","15","finished","0.9416842842561728","MUL_IMAGE_MINECRAFT","TabPFN-v2 🤯","intfloat/e5-small-v2","3","non"
"tabpfnv2_MUL_IMAGE_MINECRAFT_all_3","2026-09-06T10:38:27.000Z","599","finished","0.9915779629427012","MUL_IMAGE_MINECRAFT","TabPFN-v2 🤯","intfloat/e5-small-v2","3","all"
"tabm_MUL_IMAGE_MINECRAFT_img_3","2026-09-06T10:36:11.000Z","631","finished","0.96647277757386","MUL_IMAGE_MINECRAFT","TabM Ⓜ️","intfloat/e5-small-v2","3","img"
"tabm_MUL_IMAGE_MINECRAFT_non_3","2026-09-06T10:35:45.000Z","20","finished","0.9364138039224832","MUL_IMAGE_MINECRAFT","TabM Ⓜ️","intfloat/e5-small-v2","3","non"
"tabm_MUL_IMAGE_MINECRAFT_all_3","2026-09-06T10:28:48.000Z","573","finished","0.9893276625138112","MUL_IMAGE_MINECRAFT","TabM Ⓜ️","intfloat/e5-small-v2","3","all"
"cat_MUL_IMAGE_MINECRAFT_img_3","2026-09-06T10:25:08.000Z","631","finished","0.9561613289569546","MUL_IMAGE_MINECRAFT","CatBoost 😸","intfloat/e5-small-v2","3","img"
"cat_MUL_IMAGE_MINECRAFT_non_3","2026-09-06T10:24:36.000Z","26","finished","0.9341750828648684","MUL_IMAGE_MINECRAFT","CatBoost 😸","intfloat/e5-small-v2","3","non"
"cat_MUL_IMAGE_MINECRAFT_all_3","2026-09-06T10:18:50.000Z","593","finished","0.9874524600785584","MUL_IMAGE_MINECRAFT","CatBoost 😸","intfloat/e5-small-v2","3","all"
"light_MUL_IMAGE_MINECRAFT_img_3","2026-09-06T10:13:55.000Z","637","finished","0.947379599404116","MUL_IMAGE_MINECRAFT","LightGBM 💡","intfloat/e5-small-v2","3","img"
"light_MUL_IMAGE_MINECRAFT_non_3","2026-09-06T10:13:34.000Z","14","finished","0.9390017452900036","MUL_IMAGE_MINECRAFT","LightGBM 💡","intfloat/e5-small-v2","3","non"
"light_MUL_IMAGE_MINECRAFT_all_3","2026-09-06T10:09:16.000Z","571","finished","0.9838460685460432","MUL_IMAGE_MINECRAFT","LightGBM 💡","intfloat/e5-small-v2","3","all"
"tabpfnv2p5_MUL_IMAGE_MINECRAFT_img_2","2026-09-06T10:02:31.000Z","660","finished","0.9631368608762768","MUL_IMAGE_MINECRAFT","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","2","img"
"tabpfnv2p5_MUL_IMAGE_MINECRAFT_non_2","2026-09-06T10:02:09.000Z","17","finished","0.9413529942093468","MUL_IMAGE_MINECRAFT","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","2","non"
"tabpfnv2p5_MUL_IMAGE_MINECRAFT_all_2","2026-09-06T09:59:11.000Z","599","finished","0.9901285055904502","MUL_IMAGE_MINECRAFT","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","2","all"
"tabpfnv2_MUL_IMAGE_MINECRAFT_img_2","2026-09-06T09:51:07.000Z","657","finished","0.9640941038701084","MUL_IMAGE_MINECRAFT","TabPFN-v2 🤯","intfloat/e5-small-v2","2","img"
"tabpfnv2_MUL_IMAGE_MINECRAFT_non_2","2026-09-06T09:50:46.000Z","15","finished","0.9396258753176568","MUL_IMAGE_MINECRAFT","TabPFN-v2 🤯","intfloat/e5-small-v2","2","non"
"tabpfnv2_MUL_IMAGE_MINECRAFT_all_2","2026-09-06T09:49:06.000Z","599","finished","0.9892227728345192","MUL_IMAGE_MINECRAFT","TabPFN-v2 🤯","intfloat/e5-small-v2","2","all"
"tabm_MUL_IMAGE_MINECRAFT_img_2","2026-09-06T09:40:25.000Z","614","finished","0.9610886895854094","MUL_IMAGE_MINECRAFT","TabM Ⓜ️","intfloat/e5-small-v2","2","img"
"tabm_MUL_IMAGE_MINECRAFT_non_2","2026-09-06T09:40:04.000Z","18","finished","0.9381825073669876","MUL_IMAGE_MINECRAFT","TabM Ⓜ️","intfloat/e5-small-v2","2","non"
"tabm_MUL_IMAGE_MINECRAFT_all_2","2026-09-06T09:39:27.000Z","573","finished","0.98628495143491","MUL_IMAGE_MINECRAFT","TabM Ⓜ️","intfloat/e5-small-v2","2","all"
"cat_MUL_IMAGE_MINECRAFT_img_2","2026-09-06T09:29:48.000Z","572","finished","0.9486449442991868","MUL_IMAGE_MINECRAFT","CatBoost 😸","intfloat/e5-small-v2","2","img"
"cat_MUL_IMAGE_MINECRAFT_non_2","2026-09-06T09:29:22.000Z","23","finished","0.9372344457406966","MUL_IMAGE_MINECRAFT","CatBoost 😸","intfloat/e5-small-v2","2","non"
"cat_MUL_IMAGE_MINECRAFT_all_2","2026-09-06T09:29:12.000Z","645","finished","0.9852106960536346","MUL_IMAGE_MINECRAFT","CatBoost 😸","intfloat/e5-small-v2","2","all"
"light_MUL_IMAGE_MINECRAFT_img_2","2026-09-06T09:19:48.000Z","569","finished","0.9447701912588788","MUL_IMAGE_MINECRAFT","LightGBM 💡","intfloat/e5-small-v2","2","img"
"light_MUL_IMAGE_MINECRAFT_non_2","2026-09-06T09:19:32.000Z","14","finished","0.9358492116061116","MUL_IMAGE_MINECRAFT","LightGBM 💡","intfloat/e5-small-v2","2","non"
"light_MUL_IMAGE_MINECRAFT_all_2","2026-09-06T09:19:02.000Z","604","finished","0.9807596839482156","MUL_IMAGE_MINECRAFT","LightGBM 💡","intfloat/e5-small-v2","2","all"
"tabpfnv2p5_MUL_IMAGE_MINECRAFT_img_1","2026-09-06T09:09:27.000Z","599","finished","0.9594184422715256","MUL_IMAGE_MINECRAFT","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","1","img"
"tabpfnv2p5_MUL_IMAGE_MINECRAFT_non_1","2026-09-06T09:09:06.000Z","15","finished","0.9441676216691048","MUL_IMAGE_MINECRAFT","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","1","non"
"tabpfnv2p5_MUL_IMAGE_MINECRAFT_all_1","2026-09-06T09:08:20.000Z","637","finished","0.990744495332212","MUL_IMAGE_MINECRAFT","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","1","all"
"tabpfnv2_MUL_IMAGE_MINECRAFT_img_1","2026-09-06T08:59:01.000Z","599","finished","0.9660803859731204","MUL_IMAGE_MINECRAFT","TabPFN-v2 🤯","intfloat/e5-small-v2","1","img"
"tabpfnv2_MUL_IMAGE_MINECRAFT_non_1","2026-09-06T08:58:40.000Z","15","finished","0.9436561942595753","MUL_IMAGE_MINECRAFT","TabPFN-v2 🤯","intfloat/e5-small-v2","1","non"
"tabpfnv2_MUL_IMAGE_MINECRAFT_all_1","2026-09-06T08:57:55.000Z","620","finished","0.9899385542570984","MUL_IMAGE_MINECRAFT","TabPFN-v2 🤯","intfloat/e5-small-v2","1","all"
"tabm_MUL_IMAGE_MINECRAFT_img_1","2026-09-06T08:49:06.000Z","572","finished","0.9509523583909189","MUL_IMAGE_MINECRAFT","TabM Ⓜ️","intfloat/e5-small-v2","1","img"
"tabm_MUL_IMAGE_MINECRAFT_non_1","2026-09-06T08:48:45.000Z","17","finished","0.9362021864135158","MUL_IMAGE_MINECRAFT","TabM Ⓜ️","intfloat/e5-small-v2","1","non"
"tabm_MUL_IMAGE_MINECRAFT_all_1","2026-09-06T08:48:06.000Z","586","finished","0.982394592980076","MUL_IMAGE_MINECRAFT","TabM Ⓜ️","intfloat/e5-small-v2","1","all"
"cat_MUL_IMAGE_MINECRAFT_img_1","2026-09-06T08:39:10.000Z","573","finished","0.9436436106503486","MUL_IMAGE_MINECRAFT","CatBoost 😸","intfloat/e5-small-v2","1","img"
"cat_MUL_IMAGE_MINECRAFT_non_1","2026-09-06T08:38:43.000Z","23","finished","0.937244968475424","MUL_IMAGE_MINECRAFT","CatBoost 😸","intfloat/e5-small-v2","1","non"
"cat_MUL_IMAGE_MINECRAFT_all_1","2026-09-06T08:37:54.000Z","609","finished","0.9825162509830104","MUL_IMAGE_MINECRAFT","CatBoost 😸","intfloat/e5-small-v2","1","all"
"light_MUL_IMAGE_MINECRAFT_img_1","2026-09-06T08:29:09.000Z","568","finished","0.9385702621157506","MUL_IMAGE_MINECRAFT","LightGBM 💡","intfloat/e5-small-v2","1","img"
"light_MUL_IMAGE_MINECRAFT_non_1","2026-09-06T08:28:53.000Z","14","finished","0.9340703472089188","MUL_IMAGE_MINECRAFT","LightGBM 💡","intfloat/e5-small-v2","1","non"
"light_MUL_IMAGE_MINECRAFT_all_1","2026-09-06T08:28:10.000Z","582","finished","0.982303090312194","MUL_IMAGE_MINECRAFT","LightGBM 💡","intfloat/e5-small-v2","1","all"
"tabpfnv2p5_MUL_IMAGE_MINECRAFT_img_0","2026-09-06T08:18:47.000Z","599","finished","0.9618928718723336","MUL_IMAGE_MINECRAFT","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0","img"
"tabpfnv2p5_MUL_IMAGE_MINECRAFT_non_0","2026-09-06T08:18:26.000Z","15","finished","0.942484031088328","MUL_IMAGE_MINECRAFT","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0","non"
"tabpfnv2p5_MUL_IMAGE_MINECRAFT_all_0","2026-09-06T08:17:49.000Z","614","finished","0.9920915994896262","MUL_IMAGE_MINECRAFT","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0","all"
"tabpfnv2_MUL_IMAGE_MINECRAFT_img_0","2026-09-06T08:08:21.000Z","598","finished","0.9660057094982992","MUL_IMAGE_MINECRAFT","TabPFN-v2 🤯","intfloat/e5-small-v2","0","img"
"tabpfnv2_MUL_IMAGE_MINECRAFT_non_0","2026-09-06T08:08:05.000Z","14","finished","0.9429334569073484","MUL_IMAGE_MINECRAFT","TabPFN-v2 🤯","intfloat/e5-small-v2","0","non"
"tabpfnv2_MUL_IMAGE_MINECRAFT_all_0","2026-09-06T08:07:28.000Z","618","finished","0.9916119890597908","MUL_IMAGE_MINECRAFT","TabPFN-v2 🤯","intfloat/e5-small-v2","0","all"
"tabm_MUL_IMAGE_MINECRAFT_img_0","2026-09-06T07:58:25.000Z","573","finished","0.9611119460147226","MUL_IMAGE_MINECRAFT","TabM Ⓜ️","intfloat/e5-small-v2","0","img"
"tabm_MUL_IMAGE_MINECRAFT_non_0","2026-09-06T07:58:04.000Z","17","finished","0.9408826139921346","MUL_IMAGE_MINECRAFT","TabM Ⓜ️","intfloat/e5-small-v2","0","non"
"tabm_MUL_IMAGE_MINECRAFT_all_0","2026-09-06T07:57:33.000Z","588","finished","0.9907711521795864","MUL_IMAGE_MINECRAFT","TabM Ⓜ️","intfloat/e5-small-v2","0","all"
"cat_MUL_IMAGE_MINECRAFT_img_0","2026-09-06T07:48:25.000Z","574","finished","0.9519821624669796","MUL_IMAGE_MINECRAFT","CatBoost 😸","intfloat/e5-small-v2","0","img"
"cat_MUL_IMAGE_MINECRAFT_non_0","2026-09-06T07:47:53.000Z","25","finished","0.9414844946476382","MUL_IMAGE_MINECRAFT","CatBoost 😸","intfloat/e5-small-v2","0","non"
"cat_MUL_IMAGE_MINECRAFT_all_0","2026-09-06T07:47:08.000Z","622","finished","0.9879910664616636","MUL_IMAGE_MINECRAFT","CatBoost 😸","intfloat/e5-small-v2","0","all"
"light_MUL_IMAGE_MINECRAFT_img_0","2026-09-06T07:38:19.000Z","570","finished","0.94359063045737","MUL_IMAGE_MINECRAFT","LightGBM 💡","intfloat/e5-small-v2","0","img"
"light_MUL_IMAGE_MINECRAFT_non_0","2026-09-06T07:35:36.000Z","157","finished","0.937161069427064","MUL_IMAGE_MINECRAFT","LightGBM 💡","intfloat/e5-small-v2","0","non"
"light_MUL_IMAGE_MINECRAFT_all_0","2026-09-06T07:34:58.000Z","725","finished","0.985783943860324","MUL_IMAGE_MINECRAFT","LightGBM 💡","intfloat/e5-small-v2","0","all"
"tabpfnv2p5_REG_IMAGE_SOCAL_HOUSES_img_4","2026-09-06T07:34:28.000Z","65","finished","0.3617476224899292","REG_IMAGE_SOCAL_HOUSES","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","4","img"
"tabpfnv2p5_REG_IMAGE_SOCAL_HOUSES_non_4","2026-09-06T07:31:35.000Z","197","finished","0.7448961138725281","REG_IMAGE_SOCAL_HOUSES","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","4","non"
"tabpfnv2p5_REG_IMAGE_SOCAL_HOUSES_all_4","2026-09-06T07:30:54.000Z","207","finished","0.7798498868942261","REG_IMAGE_SOCAL_HOUSES","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","4","all"
"tabpfnv2_REG_IMAGE_SOCAL_HOUSES_img_4","2026-09-06T07:29:40.000Z","68","finished","0.30478954315185547","REG_IMAGE_SOCAL_HOUSES","TabPFN-v2 🤯","intfloat/e5-small-v2","4","img"
"tabpfnv2_REG_IMAGE_SOCAL_HOUSES_non_4","2026-09-06T07:26:53.000Z","162","finished","0.7119554281234741","REG_IMAGE_SOCAL_HOUSES","TabPFN-v2 🤯","intfloat/e5-small-v2","4","non"
"tabpfnv2_REG_IMAGE_SOCAL_HOUSES_all_4","2026-09-06T07:26:31.000Z","296","finished","0.7415714263916016","REG_IMAGE_SOCAL_HOUSES","TabPFN-v2 🤯","intfloat/e5-small-v2","4","all"
"tabm_REG_IMAGE_SOCAL_HOUSES_img_4","2026-09-06T07:25:34.000Z","72","finished","0.374183714389801","REG_IMAGE_SOCAL_HOUSES","TabM Ⓜ️","intfloat/e5-small-v2","4","img"
"tabm_REG_IMAGE_SOCAL_HOUSES_non_4","2026-09-06T07:23:23.000Z","183","finished","0.7237100601196289","REG_IMAGE_SOCAL_HOUSES","TabM Ⓜ️","intfloat/e5-small-v2","4","non"
"tabm_REG_IMAGE_SOCAL_HOUSES_all_4","2026-09-06T07:22:11.000Z","199","finished","0.7410019636154175","REG_IMAGE_SOCAL_HOUSES","TabM Ⓜ️","intfloat/e5-small-v2","4","all"
"cat_REG_IMAGE_SOCAL_HOUSES_img_4","2026-09-06T07:22:00.000Z","78","finished","0.331336342167741","REG_IMAGE_SOCAL_HOUSES","CatBoost 😸","intfloat/e5-small-v2","4","img"
"cat_REG_IMAGE_SOCAL_HOUSES_non_4","2026-09-06T07:19:02.000Z","173","finished","0.7072329506528939","REG_IMAGE_SOCAL_HOUSES","CatBoost 😸","intfloat/e5-small-v2","4","non"
"cat_REG_IMAGE_SOCAL_HOUSES_all_4","2026-09-06T07:18:57.000Z","189","finished","0.7299926707590898","REG_IMAGE_SOCAL_HOUSES","CatBoost 😸","intfloat/e5-small-v2","4","all"
"light_REG_IMAGE_SOCAL_HOUSES_img_4","2026-09-06T07:17:54.000Z","57","finished","0.2898776966379376","REG_IMAGE_SOCAL_HOUSES","LightGBM 💡","intfloat/e5-small-v2","4","img"
"light_REG_IMAGE_SOCAL_HOUSES_non_4","2026-09-06T07:15:28.000Z","139","finished","0.6776805059379686","REG_IMAGE_SOCAL_HOUSES","LightGBM 💡","intfloat/e5-small-v2","4","non"
"light_REG_IMAGE_SOCAL_HOUSES_all_4","2026-09-06T07:15:07.000Z","230","finished","0.6954125818441617","REG_IMAGE_SOCAL_HOUSES","LightGBM 💡","intfloat/e5-small-v2","4","all"
"tabpfnv2p5_REG_IMAGE_SOCAL_HOUSES_img_3","2026-09-06T07:14:20.000Z","65","finished","0.38234400749206543","REG_IMAGE_SOCAL_HOUSES","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","3","img"
"tabpfnv2p5_REG_IMAGE_SOCAL_HOUSES_non_3","2026-09-06T07:11:38.000Z","155","finished","0.7726897597312927","REG_IMAGE_SOCAL_HOUSES","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","3","non"
"tabpfnv2p5_REG_IMAGE_SOCAL_HOUSES_all_3","2026-09-06T07:10:30.000Z","271","finished","0.8187525868415833","REG_IMAGE_SOCAL_HOUSES","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","3","all"
"tabpfnv2_REG_IMAGE_SOCAL_HOUSES_img_3","2026-09-06T07:10:24.000Z","68","finished","0.3299682140350342","REG_IMAGE_SOCAL_HOUSES","TabPFN-v2 🤯","intfloat/e5-small-v2","3","img"
"tabpfnv2_REG_IMAGE_SOCAL_HOUSES_non_3","2026-09-06T07:06:51.000Z","214","finished","0.733862042427063","REG_IMAGE_SOCAL_HOUSES","TabPFN-v2 🤯","intfloat/e5-small-v2","3","non"
"tabpfnv2_REG_IMAGE_SOCAL_HOUSES_all_3","2026-09-06T07:06:45.000Z","216","finished","0.7767386436462402","REG_IMAGE_SOCAL_HOUSES","TabPFN-v2 🤯","intfloat/e5-small-v2","3","all"
"tabm_REG_IMAGE_SOCAL_HOUSES_img_3","2026-09-06T07:05:31.000Z","70","finished","0.3789617419242859","REG_IMAGE_SOCAL_HOUSES","TabM Ⓜ️","intfloat/e5-small-v2","3","img"
"tabm_REG_IMAGE_SOCAL_HOUSES_non_3","2026-09-06T07:02:55.000Z","153","finished","0.7449514865875244","REG_IMAGE_SOCAL_HOUSES","TabM Ⓜ️","intfloat/e5-small-v2","3","non"
"tabm_REG_IMAGE_SOCAL_HOUSES_all_3","2026-09-06T07:02:41.000Z","245","finished","0.7605565786361694","REG_IMAGE_SOCAL_HOUSES","TabM Ⓜ️","intfloat/e5-small-v2","3","all"
"cat_REG_IMAGE_SOCAL_HOUSES_img_3","2026-09-06T07:01:46.000Z","62","finished","0.363059236692572","REG_IMAGE_SOCAL_HOUSES","CatBoost 😸","intfloat/e5-small-v2","3","img"
"cat_REG_IMAGE_SOCAL_HOUSES_non_3","2026-09-06T06:59:20.000Z","143","finished","0.7330592709184558","REG_IMAGE_SOCAL_HOUSES","CatBoost 😸","intfloat/e5-small-v2","3","non"
"cat_REG_IMAGE_SOCAL_HOUSES_all_3","2026-09-06T06:58:41.000Z","235","finished","0.7643628986315562","REG_IMAGE_SOCAL_HOUSES","CatBoost 😸","intfloat/e5-small-v2","3","all"
"light_REG_IMAGE_SOCAL_HOUSES_img_3","2026-09-06T06:58:17.000Z","57","finished","0.3103310649694875","REG_IMAGE_SOCAL_HOUSES","LightGBM 💡","intfloat/e5-small-v2","3","img"
"light_REG_IMAGE_SOCAL_HOUSES_non_3","2026-09-06T06:55:49.000Z","168","finished","0.70015511355405","REG_IMAGE_SOCAL_HOUSES","LightGBM 💡","intfloat/e5-small-v2","3","non"
